gen,storage,condition,price,model,is_pro,state,state_full,gen_group,type,condition_group
13.0,128.0,Very Good - Refurbished,275.45,iPhone 13,False,SC,South Carolina,Modern (13-14),Standard,Refurbished
14.0,128.0,Very Good - Refurbished,270.7,iPhone 14,False,SC,South Carolina,Modern (13-14),Standard,Refurbished
14.0,128.0,Excellent - Refurbished,299.2,iPhone 14,False,SC,South Carolina,Modern (13-14),Standard,Refurbished
12.0,64.0,Used,425.0,iPhone 12,False,IL,Illinois,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Open Box,142.45,iPhone 12,False,SC,South Carolina,Mid-Gen (11-12),Standard,Open Box
13.0,128.0,Open Box,289.95,iPhone 13 Mini,False,TX,Texas,Modern (13-14),Standard,Open Box
12.0,128.0,Used,309.94,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Second-hand
13.0,128.0,Used,209.0,iPhone 13 Mini,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,512.0,Very Good - Refurbished,479.0,iPhone 14 Plus,False,NY,New York,Modern (13-14),Standard,Refurbished
14.0,128.0,Used,309.0,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,309.94,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Good - Refurbished,289.7,iPhone 14,False,SC,South Carolina,Modern (13-14),Standard,Refurbished
14.0,128.0,Used,299.93,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,189.94,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,309.94,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Good - Refurbished,299.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Refurbished
13.0,256.0,Open Box,339.95,iPhone 13 Mini,False,TX,Texas,Modern (13-14),Standard,Open Box
14.0,512.0,Open Box,519.95,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Open Box
14.0,128.0,Used,239.99,iPhone 14,False,NY,New York,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,234.99,iPhone 14,False,NY,New York,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,249.99,iPhone 14 Plus,False,NY,New York,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,249.99,iPhone 14 Plus,False,NY,New York,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,459.95,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
14.0,128.0,Used,459.0,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
15.0,128.0,Very Good - Refurbished,384.99,iPhone 15,False,NY,New York,Latest (15+),Standard,Refurbished
15.0,128.0,Good - Refurbished,369.99,iPhone 15,False,NY,New York,Latest (15+),Standard,Refurbished
15.0,128.0,Excellent - Refurbished,489.99,iPhone 15 Pro,True,NY,New York,Latest (15+),Pro,Refurbished
13.0,128.0,Used,229.0,iPhone 13 Mini,False,FL,Florida,Modern (13-14),Standard,Second-hand
15.0,128.0,Excellent - Refurbished,399.99,iPhone 15,False,NY,New York,Latest (15+),Standard,Refurbished
14.0,512.0,Open Box,449.95,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Open Box
15.0,128.0,Excellent - Refurbished,429.99,iPhone 15 Plus,False,NY,New York,Latest (15+),Standard,Refurbished
14.0,256.0,Open Box,389.95,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Open Box
13.0,256.0,Used,289.0,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,224.94,iPhone 13 Mini,False,FL,Florida,Modern (13-14),Standard,Second-hand
15.0,128.0,Open Box,434.99,iPhone 15,False,NY,New York,Latest (15+),Standard,Open Box
12.0,128.0,Used,345.86,iPhone 12 Pro Max,True,IL,Illinois,Mid-Gen (11-12),Pro,Second-hand
12.0,128.0,Used,340.92,iPhone 12 Pro Max,True,IL,Illinois,Mid-Gen (11-12),Pro,Second-hand
13.0,128.0,Used,299.95,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,269.95,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,249.94,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
17.0,256.0,Open Box,799.99,iPhone 17,False,NY,New York,Latest (15+),Standard,Open Box
13.0,256.0,Used,213.89,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,189.94,iPhone 13 Mini,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,199.93,iPhone 13 Mini,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,256.0,Used,249.0,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,279.0,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,256.0,Used,299.0,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
17.0,256.0,Open Box,769.99,iPhone 17,False,NY,New York,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,784.99,iPhone 17,False,NY,New York,Latest (15+),Standard,Open Box
13.0,128.0,Used,175.29,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,174.69,iPhone 13 Mini,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,256.0,Used,197.69,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
16.0,128.0,New,499.99,iPhone 16,False,NY,New York,Latest (15+),Standard,New
17.0,256.0,Open Box,659.99,iPhone 17,False,NY,New York,Latest (15+),Standard,Open Box
16.0,128.0,Open Box,575.0,iPhone 16,False,NY,New York,Latest (15+),Standard,Open Box
16.0,128.0,Open Box,575.0,iPhone 16,False,NY,New York,Latest (15+),Standard,Open Box
16.0,128.0,Open Box,575.0,iPhone 16,False,NY,New York,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,759.99,iPhone 17,False,NY,New York,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,759.99,iPhone 17,False,NY,New York,Latest (15+),Standard,Open Box
17.0,256.0,New,699.0,iPhone 17,False,WA,Washington,Latest (15+),Standard,New
17.0,256.0,New,795.0,iPhone 17,False,NY,New York,Latest (15+),Standard,New
14.0,128.0,New,403.0,iPhone 14,False,OK,Oklahoma,Modern (13-14),Standard,New
14.0,128.0,Used,320.0,iPhone 14 Plus,False,CA,California,Modern (13-14),Standard,Second-hand
12.0,256.0,Very Good - Refurbished,357.69,iPhone 12 Pro Max,True,NJ,New Jersey,Mid-Gen (11-12),Pro,Refurbished
17.0,256.0,New,848.99,iPhone 17,False,NY,New York,Latest (15+),Standard,New
17.0,256.0,Open Box,659.99,iPhone 17,False,NY,New York,Latest (15+),Standard,Open Box
14.0,128.0,For Parts Or Not Working,199.99,iPhone 14 Plus,False,NY,New York,Modern (13-14),Standard,Damaged
13.0,128.0,Used,240.0,iPhone 13,False,MN,Minnesota,Modern (13-14),Standard,Second-hand
16.0,128.0,New,629.99,iPhone 16,False,NY,New York,Latest (15+),Standard,New
13.0,128.0,Excellent - Refurbished,294.45,iPhone 13,False,SC,South Carolina,Modern (13-14),Standard,Refurbished
14.0,256.0,Open Box,399.95,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Open Box
14.0,256.0,Open Box,439.0,iPhone 14 Plus,False,NY,New York,Modern (13-14),Standard,Open Box
14.0,128.0,Open Box,349.99,iPhone 14,False,CA,California,Modern (13-14),Standard,Open Box
14.0,128.0,Very Good - Refurbished,719.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Refurbished
14.0,128.0,Open Box,399.99,iPhone 14 Plus,False,CA,California,Modern (13-14),Standard,Open Box
14.0,128.0,Excellent - Refurbished,369.99,iPhone 14 Plus,False,CA,California,Modern (13-14),Standard,Refurbished
14.0,512.0,Used,669.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Second-hand
13.0,128.0,Good - Refurbished,256.45,iPhone 13,False,SC,South Carolina,Modern (13-14),Standard,Refurbished
13.0,128.0,Open Box,294.95,iPhone 13 Mini,False,TX,Texas,Modern (13-14),Standard,Open Box
14.0,128.0,Excellent - Refurbished,719.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Refurbished
14.0,128.0,Open Box,384.99,iPhone 14 Plus,False,CA,California,Modern (13-14),Standard,Open Box
14.0,256.0,Very Good - Refurbished,735.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Refurbished
14.0,128.0,Very Good - Refurbished,349.99,iPhone 14,False,CA,California,Modern (13-14),Standard,Refurbished
14.0,128.0,Excellent - Refurbished,399.99,iPhone 14 Plus,False,CA,California,Modern (13-14),Standard,Refurbished
14.0,1024.0,Very Good - Refurbished,661.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Refurbished
14.0,512.0,Open Box,699.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Open Box
14.0,512.0,Open Box,489.9,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Open Box
13.0,128.0,Open Box,314.99,iPhone 13,False,CA,California,Modern (13-14),Standard,Open Box
12.0,128.0,Used,154.95,iPhone 12,False,NY,New York,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,219.99,iPhone 14,False,NY,New York,Modern (13-14),Standard,Second-hand
13.0,256.0,Open Box,344.95,iPhone 13 Mini,False,TX,Texas,Modern (13-14),Standard,Open Box
13.0,128.0,Used,259.95,iPhone 13 Mini,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,256.0,Used,319.95,iPhone 13 Mini,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,350.0,iPhone 14 Pro,True,NJ,New Jersey,Modern (13-14),Pro,Second-hand
16.0,128.0,New,645.15,iPhone 16,False,NJ,New Jersey,Latest (15+),Standard,New
14.0,256.0,Open Box,379.95,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Open Box
14.0,128.0,Open Box,369.95,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Open Box
14.0,128.0,Open Box,359.95,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Open Box
14.0,256.0,Excellent - Refurbished,308.29,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Refurbished
14.0,256.0,Used,399.0,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
16.0,128.0,Open Box,599.0,iPhone 16,False,NY,New York,Latest (15+),Standard,Open Box
17.0,256.0,New,849.99,iPhone 17,False,NY,New York,Latest (15+),Standard,New
16.0,256.0,Open Box,650.0,iPhone 16,False,NY,New York,Latest (15+),Standard,Open Box
13.0,128.0,Used,190.89,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
16.0,128.0,Open Box,594.99,iPhone 16,False,NY,New York,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,779.99,iPhone 17,False,NY,New York,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,659.99,iPhone 17,False,NY,New York,Latest (15+),Standard,Open Box
16.0,128.0,Open Box,569.99,iPhone 16,False,NY,New York,Latest (15+),Standard,Open Box
15.0,128.0,Excellent - Refurbished,409.99,iPhone 15,False,FL,Florida,Latest (15+),Standard,Refurbished
14.0,128.0,For Parts Or Not Working,430.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Damaged
16.0,128.0,New,649.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,New
16.0,128.0,Excellent - Refurbished,569.0,iPhone 16,False,AZ,Arizona,Latest (15+),Standard,Refurbished
12.0,128.0,Used,269.0,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
16.0,128.0,Excellent - Refurbished,569.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,Refurbished
16.0,128.0,Very Good - Refurbished,549.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,Refurbished
13.0,256.0,Used,315.97,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
16.0,128.0,Very Good - Refurbished,557.0,iPhone 16,False,AZ,Arizona,Latest (15+),Standard,Refurbished
12.0,256.0,Used,370.0,iPhone 12 Pro Max,True,CA,California,Mid-Gen (11-12),Pro,Second-hand
14.0,256.0,Used,650.0,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,Second-hand
16.0,128.0,New,669.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,New
12.0,128.0,Used,206.0,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
16.0,128.0,Good - Refurbished,459.0,iPhone 16,False,AZ,Arizona,Latest (15+),Standard,Refurbished
17.0,256.0,Excellent - Refurbished,789.0,iPhone 17,False,AZ,Arizona,Latest (15+),Standard,Refurbished
17.0,256.0,Excellent - Refurbished,799.99,iPhone 17,False,FL,Florida,Latest (15+),Standard,Refurbished
17.0,256.0,Open Box,925.0,iPhone 17,False,ME,Maine,Latest (15+),Standard,Open Box
13.0,128.0,Used,259.99,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
17.0,256.0,Open Box,925.0,iPhone 17,False,ME,Maine,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,925.0,iPhone 17,False,ME,Maine,Latest (15+),Standard,Open Box
17.0,256.0,New,919.99,iPhone 17,False,FL,Florida,Latest (15+),Standard,New
17.0,256.0,Open Box,1000.0,iPhone 17 Pro Max,True,ME,Maine,Latest (15+),Pro,Open Box
13.0,128.0,Used,249.69,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
15.0,512.0,Excellent - Refurbished,449.0,iPhone 15,False,NY,New York,Latest (15+),Standard,Refurbished
12.0,128.0,For Parts Or Not Working,387.59,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Damaged
17.0,512.0,Excellent - Refurbished,929.0,iPhone 17,False,AZ,Arizona,Latest (15+),Standard,Refurbished
12.0,512.0,For Parts Or Not Working,326.39,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Damaged
14.0,256.0,Used,377.39,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
14.0,128.0,For Parts Or Not Working,275.39,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Damaged
14.0,512.0,For Parts Or Not Working,489.59,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Damaged
14.0,256.0,For Parts Or Not Working,399.99,iPhone 14 Pro Max,True,LA,Louisiana,Modern (13-14),Pro,Damaged
12.0,128.0,Very Good - Refurbished,200.19,iPhone 12,False,NJ,New Jersey,Mid-Gen (11-12),Standard,Refurbished
16.0,128.0,New,699.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,New
12.0,128.0,Open Box,225.0,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Open Box
13.0,512.0,Used,430.0,iPhone 13,False,NY,New York,Modern (13-14),Standard,Second-hand
15.0,128.0,Very Good - Refurbished,369.99,iPhone 15,False,FL,Florida,Latest (15+),Standard,Refurbished
12.0,256.0,Very Good - Refurbished,339.99,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Refurbished
12.0,256.0,Excellent - Refurbished,409.99,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Refurbished
12.0,64.0,Used,160.0,iPhone 12,False,NY,New York,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Open Box,279.77,iPhone 13,False,NY,New York,Modern (13-14),Standard,Open Box
13.0,256.0,New,314.11,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
13.0,256.0,New,321.88,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
13.0,128.0,New,321.99,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
13.0,128.0,New,321.99,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
13.0,64.0,New,314.11,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
12.0,64.0,Used,375.99,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
12.0,256.0,Used,420.0,iPhone 12 Pro Max,True,NY,New York,Mid-Gen (11-12),Pro,Second-hand
16.0,256.0,Very Good - Refurbished,679.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,Refurbished
13.0,128.0,New,432.13,iPhone 13,False,NY,New York,Modern (13-14),Standard,New
13.0,512.0,New,432.13,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,256.0,Open Box,294.98,iPhone 13,False,NY,New York,Modern (13-14),Standard,Open Box
14.0,1024.0,Used,661.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Second-hand
14.0,128.0,Open Box,748.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Open Box
14.0,256.0,Open Box,779.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Open Box
16.0,128.0,Open Box,749.99,iPhone 16,False,CA,California,Latest (15+),Standard,Open Box
14.0,128.0,Open Box,748.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Open Box
12.0,64.0,Used,240.0,iPhone 12,False,NY,New York,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,New,321.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.99,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
14.0,128.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,512.0,Open Box,429.97,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,Open Box
14.0,128.0,New,745.12,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
16.0,256.0,Good - Refurbished,579.0,iPhone 16,False,AZ,Arizona,Latest (15+),Standard,Refurbished
13.0,512.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,New,389.01,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,1024.0,Excellent - Refurbished,675.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Refurbished
14.0,512.0,New,389.01,iPhone 14,False,NY,New York,Modern (13-14),Standard,New
12.0,128.0,Good - Refurbished,183.99,iPhone 12,False,NY,New York,Mid-Gen (11-12),Standard,Refurbished
12.0,256.0,Used,420.0,iPhone 12 Pro Max,True,NY,New York,Mid-Gen (11-12),Pro,Second-hand
16.0,128.0,Excellent - Refurbished,525.0,iPhone 16,False,AZ,Arizona,Latest (15+),Standard,Refurbished
16.0,128.0,Very Good - Refurbished,490.0,iPhone 16,False,AZ,Arizona,Latest (15+),Standard,Refurbished
14.0,128.0,Excellent - Refurbished,748.99,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Refurbished
15.0,128.0,Excellent - Refurbished,400.49,iPhone 15,False,CA,California,Latest (15+),Standard,Refurbished
15.0,128.0,Excellent - Refurbished,570.59,iPhone 15 Pro,True,CA,California,Latest (15+),Pro,Refurbished
16.0,128.0,Excellent - Refurbished,530.99,iPhone 16,False,CA,California,Latest (15+),Standard,Refurbished
15.0,128.0,Very Good - Refurbished,390.59,iPhone 15,False,CA,California,Latest (15+),Standard,Refurbished
13.0,128.0,New,322.01,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
17.0,256.0,New,837.0,iPhone 17,False,AZ,Arizona,Latest (15+),Standard,New
17.0,256.0,Excellent - Refurbished,789.0,iPhone 17,False,AZ,Arizona,Latest (15+),Standard,Refurbished
13.0,128.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,Open Box,318.99,iPhone 13,False,CA,California,Modern (13-14),Standard,Open Box
13.0,256.0,New,321.88,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
14.0,128.0,Open Box,389.99,iPhone 14,False,CA,California,Modern (13-14),Standard,Open Box
17.0,256.0,Excellent - Refurbished,789.0,iPhone 17,False,AZ,Arizona,Latest (15+),Standard,Refurbished
16.0,128.0,Open Box,599.0,iPhone 16,False,MO,Missouri,Latest (15+),Standard,Open Box
14.0,256.0,Used,380.0,iPhone 14 Pro Max,True,MD,Maryland,Modern (13-14),Pro,Second-hand
17.0,256.0,Excellent - Refurbished,789.0,iPhone 17,False,AZ,Arizona,Latest (15+),Standard,Refurbished
14.0,128.0,Excellent - Refurbished,322.99,iPhone 14,False,CA,California,Modern (13-14),Standard,Refurbished
15.0,128.0,Very Good - Refurbished,400.49,iPhone 15,False,CA,California,Latest (15+),Standard,Refurbished
15.0,128.0,Excellent - Refurbished,411.29,iPhone 15,False,CA,California,Latest (15+),Standard,Refurbished
15.0,128.0,Good - Refurbished,390.59,iPhone 15,False,CA,California,Latest (15+),Standard,Refurbished
15.0,128.0,Very Good - Refurbished,400.49,iPhone 15,False,CA,California,Latest (15+),Standard,Refurbished
15.0,128.0,Good - Refurbished,421.19,iPhone 15 Plus,False,CA,California,Latest (15+),Standard,Refurbished
14.0,128.0,Open Box,289.99,iPhone 14,False,NM,New Mexico,Modern (13-14),Standard,Open Box
14.0,512.0,New,675.95,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,New
13.0,128.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,New,432.13,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,1024.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,128.0,New,432.13,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,432.13,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,432.13,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,432.13,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,New,321.88,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
13.0,256.0,New,321.88,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
13.0,128.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,256.0,New,321.99,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
14.0,128.0,Used,290.0,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Second-hand
12.0,128.0,Open Box,254.99,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,Open Box
12.0,64.0,Very Good - Refurbished,208.99,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,Refurbished
13.0,128.0,New,321.99,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
13.0,128.0,New,321.99,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
13.0,128.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,256.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,256.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,256.0,New,321.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
12.0,128.0,Used,200.0,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,256.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
12.0,64.0,For Parts Or Not Working,142.79,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Damaged
12.0,128.0,Used,219.99,iPhone 12,False,NY,New York,Mid-Gen (11-12),Standard,Second-hand
14.0,256.0,New,389.01,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,New,389.01,iPhone 14,False,NY,New York,Modern (13-14),Standard,New
14.0,128.0,New,389.01,iPhone 14,False,NY,New York,Modern (13-14),Standard,New
14.0,128.0,Open Box,395.99,iPhone 14 Plus,False,CA,California,Modern (13-14),Standard,Open Box
15.0,128.0,Very Good - Refurbished,354.99,iPhone 15,False,NY,New York,Latest (15+),Standard,Refurbished
14.0,128.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,128.0,New,321.99,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
15.0,256.0,Very Good - Refurbished,403.99,iPhone 15,False,NY,New York,Latest (15+),Standard,Refurbished
17.0,256.0,New,450.0,iPhone 17,False,AL,Alabama,Latest (15+),Standard,New
14.0,128.0,New,675.95,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,New
14.0,512.0,New,675.95,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,New
15.0,128.0,Open Box,469.0,iPhone 15,False,GA,Georgia,Latest (15+),Standard,Open Box
13.0,256.0,Good - Refurbished,246.95,iPhone 13 Mini,False,KS,Kansas,Modern (13-14),Standard,Refurbished
14.0,256.0,Used,249.95,iPhone 14,False,KS,Kansas,Modern (13-14),Standard,Second-hand
12.0,256.0,Good - Refurbished,319.99,iPhone 12 Pro Max,True,FL,Florida,Mid-Gen (11-12),Pro,Refurbished
15.0,256.0,Excellent - Refurbished,448.95,iPhone 15,False,KS,Kansas,Latest (15+),Standard,Refurbished
15.0,256.0,Very Good - Refurbished,410.95,iPhone 15,False,KS,Kansas,Latest (15+),Standard,Refurbished
15.0,128.0,Very Good - Refurbished,376.95,iPhone 15,False,KS,Kansas,Latest (15+),Standard,Refurbished
15.0,128.0,Good - Refurbished,362.95,iPhone 15,False,KS,Kansas,Latest (15+),Standard,Refurbished
15.0,128.0,Excellent - Refurbished,488.95,iPhone 15 Pro,True,KS,Kansas,Latest (15+),Pro,Refurbished
15.0,128.0,Very Good - Refurbished,406.95,iPhone 15 Plus,False,KS,Kansas,Latest (15+),Standard,Refurbished
12.0,64.0,Used,500.0,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,Second-hand
15.0,256.0,Good - Refurbished,401.95,iPhone 15,False,KS,Kansas,Latest (15+),Standard,Refurbished
14.0,512.0,Used,399.95,iPhone 14 Pro Max,True,KS,Kansas,Modern (13-14),Pro,Second-hand
14.0,1024.0,Used,449.95,iPhone 14 Pro Max,True,KS,Kansas,Modern (13-14),Pro,Second-hand
16.0,256.0,Very Good - Refurbished,590.95,iPhone 16,False,KS,Kansas,Latest (15+),Standard,Refurbished
12.0,256.0,Used,686.0,iPhone 12 Pro Max,True,TX,Texas,Mid-Gen (11-12),Pro,Second-hand
16.0,128.0,Excellent - Refurbished,575.95,iPhone 16,False,KS,Kansas,Latest (15+),Standard,Refurbished
16.0,512.0,Very Good - Refurbished,677.95,iPhone 16,False,KS,Kansas,Latest (15+),Standard,Refurbished
13.0,256.0,Used,400.0,iPhone 13,False,KS,Kansas,Modern (13-14),Standard,Second-hand
16.0,256.0,Good - Refurbished,539.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,Refurbished
13.0,128.0,Used,349.0,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
